NDVI_Index,Elevation_Variance,Radar_Backscatter,Contains_Ruin
0.6883720462148891,0.5418358615775664,-18.08224804359266,0
0.727791798914781,0.4683334040346284,-20.41439996172733,0
0.6209597745597647,0.6006793936577337,-18.61937384322991,0
0.688224579938559,0.7046081218067902,-17.92378133072772,0
0.6840749956992104,0.49114985956754686,-17.079563046618514,0
0.7147861626897323,0.5944173212004339,-19.19899193214237,0
0.7266208382909608,0.4983956656917346,-17.551579027835878,0
0.7447862759062448,0.6314031495281421,-16.237807914765447,0
0.7190114125039967,0.5175924924075075,-18.76889263885875,0
0.6031405898696668,0.4890734143058921,-19.85646350606719,0
0.6249226315407131,0.4980049957601962,-17.652192051531493,0
0.6562873904429061,0.675499316076835,-19.430396407843553,0
0.6774207526461417,0.5854875892004467,-18.982798288168222,0
0.784061943237769,0.5357367404999946,-16.891995669957016,0
0.6069648810517669,0.6392106753820815,-15.747720869547983,0
0.6714067961463439,0.5378225673798525,-19.200828139609783,0
0.7762407598571239,0.7689776840528555,-18.884903688018497,0
0.676009802040271,0.4539200769460115,-18.52784275489058,0
0.7368332519874259,0.5719542730774078,-18.65736966423051,0
0.6888366365657677,0.38928521674994987,-15.680048983425559,0
0.7205426605859778,0.5479688412164859,-18.636681395625345,0
0.6817221964952367,0.3480546753440055,-18.465302297431354,0
0.7533652378182683,0.711947478383869,-16.06058703219021,0
0.5763954874074851,0.7149755650508368,-17.30798842615284,0
0.6709350393289164,0.7176255260586715,-16.816920920460905,0
0.7237258141355446,0.6043308720261702,-19.08733544762687,0
0.7426956198404954,0.4680194392934862,-18.636215619810883,0
0.8194362098203062,0.47994890519460753,-19.24766202921475,0
0.6687180266507539,0.8295258082830781,-17.03848614475702,0
0.8183585409488698,0.8153515655699695,-16.529708150659868,0
0.6472780938672263,0.6183832735426157,-18.719729243017817,0
0.8062917129235715,0.5226548948879509,-18.437089587485133,0
0.7653973701358697,0.8052935134047765,-18.384588078046388,0
0.6269233136294221,0.4958245257922785,-19.85666879193381,0
0.7245631389801457,0.6343273812143861,-18.808586493311584,0
0.6959011331574246,0.8027935958097687,-17.07208054228368,0
0.750046767494,0.47454922505030583,-19.050502205334112,0
0.6821382729253352,0.7243835378455667,-17.888421765354014,0
0.6754203019470615,0.6780841193765804,-19.56962276935699,0
0.8095275666210281,0.5940725186652658,-18.172801093354643,0
0.6921023284435461,0.45098496013003264,-18.67598538550321,0
0.7661137859353413,0.4913340359845086,-19.46600578054052,0
0.681971881196464,0.6434176609275988,-17.051536684613865,0
0.8333330607382018,0.38649948076779195,-16.984047166558778,0
0.6457332296531605,0.6196115788527374,-19.16344645468317,0
0.6508685175002252,0.6811576476092495,-18.259420157032473,0
0.8219613744892722,0.7477830259213651,-17.946817580313063,0
0.6644042887283798,0.3902464388309666,-20.17771414455342,0
0.8280859444931514,0.7974370945741911,-19.676511271672837,0
0.771347246367585,0.8543045241269902,-16.456458676359862,0
0.6876280234751333,0.6615227351570391,-19.278152275803084,0
0.5549365222386273,0.4442927127863009,-16.490180270097966,0
0.6984545356582531,0.5507836067459638,-19.614496409259996,0
0.7081304042826739,0.5928604132322239,-17.209406667431516,0
0.7933774186643499,0.6405695263095835,-18.373563729012403,0
0.827075774099209,0.6032972328965404,-18.20491952298524,0
0.6452010256685001,0.6421747714341925,-15.772876903759244,0
0.7640945411190546,0.5863879863991316,-19.505023961182417,0
0.7612321724810679,0.6397660641768365,-17.286242164486715,0
0.7858730161928356,0.5309214868258029,-17.335812403730614,0
0.7398951929708435,0.5492719924526297,-13.974511933000347,0
0.5446001847230584,0.5135962244284998,-19.292556984278264,0
0.6875662053977791,0.8875889301756108,-18.751181752204126,0
0.6075433940066467,0.8195851179261484,-17.020893257000935,0
0.683791538166554,0.6832941285020423,-18.240316631042237,0
0.7784003388907115,0.7987963495901608,-18.555661148078098,0
0.7244120668699978,0.7197692008466824,-16.850986214012202,0
0.7918472693117946,0.6271906739271083,-18.319882123564465,0
0.7273403136570831,0.37416429884704744,-19.0702308844577,0
0.20944369461437132,3.9515687800866752,-9.406054135017664,1
0.49833223947418115,0.5497443161972472,-17.549654390366566,0
0.7119047009343672,0.4300387240361765,-18.37541591472717,0
0.6828858826919068,0.37707565880900756,-18.432361822512025,0
0.6218443408494494,0.6739079019850538,-19.097887925928674,0
0.5639498200278897,0.648675648355622,-17.12988377386159,0
0.6412205429221832,0.42489045298985817,-18.43212938070525,0
0.6844406812108179,0.48811822403457156,-18.923815084288403,0
0.7532702258965112,0.7741833409731245,-19.542666200630226,0
0.7150904865254384,0.4683455229725159,-17.529414770509398,0
0.8286453797738182,0.6256198355900703,-18.610299574695595,0
0.6171516755163684,0.5715332550648028,-20.415210376786884,0
0.7704847113645946,0.6759545206593094,-19.443922547572857,0
0.7037838994502982,0.4715838521015354,-18.280316322790778,0
0.7555735299294867,0.613512521631016,-18.2466451979006,0
0.6650788109387564,0.6253083866018816,-18.292250700444782,0
0.7857344299112472,0.6345271209343829,-18.459307333881075,0
0.7236179806676194,0.611861078694392,-19.771024467283695,0
0.64564440120658,0.6516913980891165,-19.04945822897886,0
0.6990380776869449,0.9287655498076216,-16.579467616219077,0
0.680835531285032,0.9841946665156658,-16.75652624777632,0
0.7391342680510234,0.5041175788819917,-17.306457861187138,0
0.6056178600500393,0.25226355294712516,-17.4125968751512,0
0.6976518638307444,0.689324295108296,-16.91429291032141,0
0.7316245802119464,0.6279378689851899,-19.34495368499052,0
0.7026418645754426,0.759156278877537,-17.96048595989166,0
0.8077552995511196,0.6427328849572975,-19.34432058077635,0
0.7619218219256841,0.6087905909288578,-19.323497363718328,0
0.6994015362607402,0.7693359893815834,-17.55832207470367,0
0.7173351277998138,0.7903170882620763,-16.86389947303695,0
0.7236532441185599,0.39201599118285024,-18.232618961307047,0
0.7322639683333458,0.47750907192906245,-16.0211994813486,0
0.5539473603468313,0.5841610561066982,-17.745858807545357,0
0.6758778963384522,0.6147656435886876,-18.932142638899812,0
0.5812448745445259,0.5661025194971627,-19.304074262248406,0
0.8022624757967589,0.6651310766792828,-16.778242218978342,0
0.6951320383997658,0.749415718397565,-17.845849061112222,0
0.6845327240256301,0.8584064566081091,-17.18874314619662,0
0.7717437865626587,0.6868369535659349,-21.18955591254389,0
0.7337859837959899,0.4721499482320335,-17.706393558783674,0
0.6097092388496634,0.5778935662203273,-18.614129026195485,0
0.6943275709978105,0.5886971638110664,-19.672511443100237,0
0.6731866421418892,0.6771960359971738,-18.07521881153811,0
0.5604373689115156,0.6582252050150913,-16.689823759614654,0
0.6447779013410235,0.9075594976667265,-15.280526056296338,0
0.6853167742386828,0.5307730297117638,-17.70941711121299,0
0.6908039254806525,0.6577125800650204,-18.850975907953828,0
0.5814214861058152,0.9532067096616137,-18.92340306782216,0
0.792133246643798,0.5122189654644598,-16.844241165521762,0
0.6918317552886848,0.6217723044255532,-19.19624894298347,0
0.703004246132845,0.45826792483139767,-17.253087144566685,0
0.7320513310671869,0.6123130349441147,-17.64758257204846,0
0.6369538996877062,0.48296742777935375,-17.780278329740543,0
0.7365084778506157,0.757020135523702,-19.88174230785695,0
0.6706340283185453,0.6220978288547093,-18.42834984267159,0
0.6282731567482246,0.45969041100265595,-19.749789349629136,0
0.7458757994684319,0.7260851546687507,-18.70589688158012,0
0.8193339087041446,0.6269499058307381,-16.899433606175386,0
0.7579863498788665,0.7429228165835182,-16.522730515973322,0
0.7738382052112345,0.4278506058078377,-17.743261620610937,0
0.6583495514750161,0.6553236618372992,-18.684408614920784,0
0.5721904216665235,0.7160012541967062,-16.0942808011675,0
0.8192110017679872,0.5364933764646395,-18.700308760507415,0
0.8643611911523807,0.4111495909547773,-19.362823790170804,0
0.8234245419015745,0.5937588756944409,-17.16422043849986,0
0.67313712488162,0.7842172940671392,-17.450719148916352,0
0.6076292529016925,0.7688895495951085,-18.65109109311101,0
0.6147453841744346,0.5357357347866635,-17.87972972451652,0
0.565301394590876,0.4075371845435336,-17.469408013377873,0
0.6914097105271964,0.5353230419475641,-17.75558539073782,0
0.8284542366465963,0.5297283523902131,-17.449273254042502,0
0.6886669894502205,0.6669670174957166,-18.60685783387197,0
0.7241858320278619,0.5842497745643818,-17.36850594691248,0
0.8100477571443366,0.48701036823942867,-17.97893059490006,0
0.6676723750534079,0.7656394600891001,-18.566172625843624,0
0.8628425165375675,0.6210638801167251,-18.295061714679928,0
0.8593675525997962,0.6653123479096411,-18.1174822031093,0
0.6895110929055613,0.3412521848803099,-19.734454004473534,0
0.653797258878463,0.2363602693954071,-18.763991095883913,0
0.755779043711225,0.38436813278333876,-17.922113381288657,0
0.6721980045984913,0.5279184861589836,-19.621189242466624,0
0.607475582634613,0.6864534026420713,-18.743908394177495,0
0.8024990922818384,0.24866296943890526,-15.138426025953754,0
0.7973157909821663,0.838927809655798,-19.355110037785433,0
0.7124409283010849,0.6255849040155189,-18.460576695180514,0
0.40954908976392573,3.2120652934285987,-9.271068044335902,1
0.6016378999026091,0.4671044876288807,-18.140244004744005,0
0.7085783430735322,0.6755789901258736,-18.977902011761977,0
0.6600103172395974,0.612779389495618,-18.29189174795092,0
0.6727125654286713,0.722652946958183,-18.86225644217987,0
0.7817570524048002,0.5649312948600425,-16.73384662035621,0
0.7586543453938046,0.6709822813511382,-17.902035554736543,0
0.810251414439809,0.76532929781568,-19.203567188355866,0
0.6207501421298194,0.5023235559162337,-16.99104417140077,0
0.672544674505063,0.6363366348734474,-19.149919939236135,0
0.760718535636809,0.31682066441664775,-19.87689622669398,0
0.7358462672810313,0.7053754528595036,-18.003650984919368,0
0.8225904306070098,0.8931993815193734,-15.711282690792025,0
0.7336429364723255,0.4133345928376957,-20.193196954699065,0
0.8478487283284442,0.5862928109358085,-19.597185505882916,0
0.7432014241378512,0.732072195137117,-17.096969204206985,0
0.7849733958070928,0.6047126210199826,-18.770785679534352,0
0.6741188042572434,0.6247649327239838,-17.26566171930415,0
0.701142976950719,0.5413500837714542,-19.004986688330337,0
0.772875552307158,0.5357771620368128,-17.82964538710899,0
0.8290382536474443,0.5869958769621934,-15.906631289537414,0
0.7583389559448602,0.6062507133209034,-19.433507576426244,0
0.6933462582452304,0.42278381076340354,-16.771487027835235,0
0.8101868023622673,0.5900967021080956,-17.184351844041494,0
0.5246417074976095,0.8352800908063989,-19.78709310131869,0
0.5862212398794501,0.5371299309616643,-17.32931937150987,0
0.754530737893471,0.4144117525688058,-17.912632645364873,0
0.7011286685002499,0.577287589802036,-17.890687188103524,0
0.7484410920899331,0.49280807818135547,-17.596178920257955,0
0.7051526017945553,0.39924872620170904,-18.420439013298967,0
0.7456756555683097,0.6208752692598931,-17.915881249269123,0
0.6348477743205447,0.4934576944273383,-17.710257089951654,0
0.7456388868863753,0.5062928749720087,-17.104730473337366,0
0.7795531622566068,0.6230141070578084,-19.832593240053697,0
0.7976440483144985,0.3700238106956498,-16.450936924210676,0
0.861084343571896,0.3387645524623313,-19.386348411671054,0
0.7195278754801909,0.7006308291752897,-17.086045843024337,0
0.7219128869477742,0.3103749598913875,-17.904665880872663,0
0.5781462028660921,0.4534983457038968,-19.537387611358437,0
0.657487087908926,0.33002406969173437,-17.366225436355194,0
0.6845534340794709,0.5270795299726752,-19.134487967034204,0
0.7840255641821083,0.6642088121476748,-16.717445333810833,0
0.6511199100728297,0.6168506923098565,-18.853001806201494,0
0.7637072015799066,0.9587810084185926,-19.793983317126454,0
0.6998702626429295,0.7630373426683501,-16.159385873956445,0
0.685826550790819,0.4603263224765098,-17.78241159451571,0
0.7199115175306605,0.4204417492760384,-16.95937064908642,0
0.6687074902197725,1.0060031911463252,-19.02176625450404,0
0.6656770201525867,0.7593858008600043,-20.27017264404984,0
0.5636171275367908,0.6884054410904358,-15.989757091094667,0
0.6801636634137688,0.6112277718323427,-18.00771217461474,0
0.6616025483081018,0.6410282351212525,-17.410377727003745,0
0.6587215208520736,0.37768900867763605,-17.21208506328208,0
0.7333498450072031,0.6235558755295152,-18.402469263618826,0
0.7526905562232408,0.6106847096188521,-17.72852454286138,0
0.7185755603713861,0.464379173534778,-16.087256888993466,0
